epi_week,country,state,loc,loc_type,disease, event,number,from_date,to_date,url
189149,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,2,1891-12-06,1891-12-12,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992089
189150,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1891-12-13,1891-12-19,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992093
189152,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1891-12-27,1892-01-02,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992099
189152,US,AL,MOBILE,CITY,SCARLET FEVER,DEATHS,1,1891-12-27,1892-01-02,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992099
189201,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-01-03,1892-01-09,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992099
189202,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-01-10,1892-01-16,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992102
189202,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,1,1892-01-10,1892-01-16,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992102
189203,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-01-17,1892-01-23,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992104
189205,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-01-31,1892-02-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992107
189208,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-02-21,1892-02-27,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992111
189209,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-02-28,1892-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992116
189210,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-03-06,1892-03-12,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992116
189211,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-03-13,1892-03-19,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992119
189212,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-03-20,1892-03-26,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992120
189214,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-04-03,1892-04-09,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992127
189215,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,1892-04-10,1892-04-16,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992127
189216,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,1892-04-17,1892-04-23,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992129
189217,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-04-24,1892-04-30,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992130
189219,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-05-08,1892-05-14,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992133
189220,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-05-15,1892-05-21,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992133
189221,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-05-22,1892-05-28,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992134
189222,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-05-29,1892-06-04,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992135
189224,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-06-12,1892-06-18,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992140
189225,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-06-19,1892-06-25,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992137
189225,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-06-19,1892-06-25,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992137
189226,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1892-06-26,1892-07-02,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992142
189226,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-06-26,1892-07-02,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992142
189227,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-07-03,1892-07-09,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992141
189228,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-07-10,1892-07-16,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992144
189228,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-07-10,1892-07-16,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992144
189229,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-07-17,1892-07-23,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992144
189229,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-07-17,1892-07-23,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992144
189230,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-07-24,1892-07-30,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992145
189230,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-07-24,1892-07-30,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992145
189231,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-07-31,1892-08-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992146
189232,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-08-07,1892-08-13,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992148
189232,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-08-07,1892-08-13,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992148
189233,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-08-14,1892-08-20,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992149
189235,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-08-28,1892-09-03,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992151
189236,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-09-04,1892-09-10,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992151
189236,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-09-04,1892-09-10,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992151
189237,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-09-11,1892-09-17,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992156
189239,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-09-25,1892-10-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992154
189240,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-10-02,1892-10-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992157
189240,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-10-02,1892-10-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992157
189241,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-10-09,1892-10-15,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992155
189241,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-10-09,1892-10-15,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992155
189242,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-10-16,1892-10-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992155
189244,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1892-10-30,1892-11-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992161
189244,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,4,1892-10-30,1892-11-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992161
189245,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1892-11-06,1892-11-12,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992158
189246,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-11-13,1892-11-19,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992159
189247,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1892-11-20,1892-11-26,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992163
189248,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-11-27,1892-12-03,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992163
189250,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-12-11,1892-12-17,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992165
189250,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1892-12-11,1892-12-17,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1992165
189251,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1892-12-18,1892-12-24,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991670
189252,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1892-12-25,1892-12-31,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991672
189252,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,1,1892-12-25,1892-12-31,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991672
189301,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1893-01-01,1893-01-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991674
189301,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1893-01-01,1893-01-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991674
189301,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,1,1893-01-01,1893-01-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991674
189302,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-01-08,1893-01-14,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991674
189302,US,AL,MOBILE,CITY,DIPHTHERIA,DEATHS,1,1893-01-08,1893-01-14,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991674
189303,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1893-01-15,1893-01-21,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991676
189304,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1893-01-22,1893-01-28,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991678
189305,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1893-01-29,1893-02-04,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991680
189306,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1893-02-05,1893-02-11,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991682
189307,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-02-12,1893-02-18,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991684
189308,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1893-02-19,1893-02-25,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991687
189309,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-02-26,1893-03-04,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991692
189310,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1893-03-05,1893-03-11,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991692
189311,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,1893-03-12,1893-03-18,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991694
189313,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-03-26,1893-04-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991698
189314,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,1893-04-02,1893-04-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991738
189314,US,AL,MOBILE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1893-04-02,1893-04-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991738
189316,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1893-04-16,1893-04-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991736
189317,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1893-04-23,1893-04-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991741
189318,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-04-30,1893-05-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991742
189319,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1893-05-07,1893-05-13,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991745
189320,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1893-05-14,1893-05-20,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991746
189321,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-05-21,1893-05-27,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991747
189322,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1893-05-28,1893-06-03,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991749
189322,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1893-05-28,1893-06-03,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991749
189323,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1893-06-04,1893-06-10,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991751
189323,US,AL,MOBILE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1893-06-04,1893-06-10,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991751
189324,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1893-06-11,1893-06-17,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1991752
